,account length,area code,international plan,voice mail plan,number vmail messages,total day calls,total eve calls,total night calls,total intl calls,customer service calls,churn,Princ_Comp_0,Princ_Comp_1,Princ_Comp_2,Princ_Comp_3
757,112,415,0,0,0,108,111,78,5,1,False,1.661062552780048,-1.180193621479866,-0.4541774164800777,-1.4526862007390504
758,108,510,0,1,30,99,113,95,6,2,False,-2.5141874633699985,-0.5334654448691494,-0.6410917290090924,0.21827663865857064
759,136,415,0,1,21,88,97,120,4,2,False,0.009629196562024057,0.5550788112302925,3.3507639743807878,0.369329413998612
760,128,510,0,0,0,84,95,68,5,1,False,-0.1952915179616019,-1.9475886111894825,0.1551974113273073,0.06722386331852968
761,27,408,0,0,0,128,100,91,3,2,False,-0.5560222429860331,-0.7309127707370906,-1.5405488389789979,0.9294444640168746
762,161,415,1,0,0,78,117,137,6,1,False,-0.25494231110832094,-1.8525973338825363,-0.45868322899513597,4.529379642150297
763,33,415,0,1,35,124,69,103,5,0,False,-0.18268923814614782,-1.674755288960581,3.269814384840807,-2.4124812147783667
764,120,415,0,1,31,83,96,76,4,0,False,0.6819799425880658,-0.5047547816542114,1.0206277628180436,-0.5904656000407049
765,113,415,0,0,0,97,118,101,6,2,False,-0.20300564094138615,-0.20181627980228983,-1.1740227797915552,0.7783916886768335
766,122,415,1,0,0,132,99,57,2,0,True,-1.3273581725102752,-1.1771584940568818,-0.5160160617638277,-0.38593446270159404
767,148,415,0,1,26,150,138,91,4,2,False,-1.690914863678821,2.314386168717503,0.9824058743055822,-2.5100556281193382
768,74,415,0,0,0,93,78,101,2,3,False,-1.3273581725102752,-0.6149216960760775,-1.2049421024334304,0.2717550006576405
769,106,415,0,0,0,104,117,81,3,1,False,-0.1904033611259317,-1.3732113035167417,-1.5655639724280508,-0.38593446270159404
770,179,415,0,0,0,54,108,107,4,1,False,0.2356300893334478,0.2761752341554234,0.3848394248838417,-1.5502606140800215
771,149,415,1,1,28,97,102,77,3,5,True,1.37334867617035,0.9499734629661754,-1.558261406557465,0.7249133266777638
772,77,510,0,0,0,112,95,91,7,0,False,-0.2528801204167657,-0.16867597275628649,0.36852523398313886,0.5297644999958213
773,127,408,1,0,0,110,100,138,2,1,True,0.07493192199697243,0.9229034107661396,-0.5219202509566506,1.2850283766960264
774,80,415,0,0,0,99,81,116,4,1,False,0.48477335104422437,0.06051714374957744,0.7704764283275151,-0.18140332536248283
775,106,510,0,0,0,107,71,79,4,1,False,0.2693125473966995,0.10579796048751729,0.037424309952629055,-0.23488168736155274
776,61,415,0,1,20,133,96,91,4,0,False,-1.9379959346980422,1.0963158118570295,1.4121689554545398,-0.13730727402058115
777,135,510,1,1,24,54,105,84,4,2,False,1.3522684979225523,-0.391798834416182,0.9337739840852406,2.2448233907353434
778,115,415,0,1,26,107,77,71,5,6,False,0.2405182461691177,-0.4520091936622215,0.6954310279803565,-1.7013133894200625
779,167,408,1,0,0,100,90,101,4,2,False,-1.0213900837968934,-1.1696937228028321,-0.8943504993369156,0.06722386331852968
780,107,510,1,0,0,104,68,67,9,2,False,-2.43422026742804,0.4796928148693326,-1.3168110146152865,-0.38593446270159404
781,112,415,1,0,0,138,114,134,4,1,False,0.46445694824898565,0.0017013009116196292,-1.870251386331744,-0.23488168736155274
782,35,510,0,1,27,87,101,68,4,1,False,-1.6081217015927483,1.645017583737816,2.461716866118762,0.4228077759976815
783,103,408,1,0,0,124,66,78,4,3,False,3.037384312203829,0.8535876692511478,2.2188680974988197,0.4228077759976815
784,107,415,0,1,22,83,130,128,9,1,False,-2.6314268589718814,1.5983422505917946,1.0765622189089716,-0.4835088760425651
785,69,415,0,0,0,70,80,60,5,3,False,-1.2571672902396565,-1.7485006743066382,-1.6288009943895652,-0.23488168736155274
786,85,408,0,0,0,82,94,85,3,0,False,-0.7799609450659014,0.18118395684847707,-0.012605956945476438,-0.5369872380416351
787,24,408,0,0,0,86,102,105,6,2,True,-2.2285357774518553,-0.21838643332529215,-0.5146176850860639,-0.4394128247006635
788,90,415,0,0,0,97,117,78,2,2,False,-0.9118648111747945,2.3204564235634706,-1.8775539522023303,-0.7949967373798157
789,137,510,0,0,0,79,111,64,3,3,False,1.7986183511771705,-0.6193513399071428,-0.876637931758449,-0.13730727402058115
790,92,415,1,1,45,88,103,76,3,0,False,-2.6314268589718814,0.08315755211854765,-2.9816379422797166,1.3826027900369986
791,38,415,0,0,0,86,76,77,3,2,False,1.0897591809437621,-2.3802993084092554,-0.9457791429127852,-1.9593228887582428
792,69,510,1,1,33,98,102,85,2,1,True,-2.3822835972611043,-1.462132325977719,-0.9930126564553629,1.0364011880150144
793,45,408,0,0,0,108,120,106,3,2,False,1.7389675580304509,-0.4972900104001618,1.1001789756802605,0.6273389133367924
794,73,408,0,0,0,118,90,108,2,1,False,-0.1952915179616019,-1.0791320893269523,-0.9325723878493769,-2.4659595767774367
795,92,415,0,0,0,84,105,105,4,1,False,-0.44726074581649305,-1.9053429218745266,-1.1740227797915552,-0.2883600493606226
796,113,415,0,1,32,89,124,124,2,1,False,-0.016339138521443617,1.9962720297506613,-0.9502849554278436,0.9294444640168746
797,68,408,1,0,0,126,125,121,7,1,True,0.8118216180054038,-0.5138601639231632,-0.06714203635864062,-2.163854026097354
798,135,415,0,1,22,113,95,135,5,2,False,-0.4500867119606071,-1.6294744722226409,-1.8511404420755135,-2.207950077439256
799,100,415,0,1,26,115,146,104,5,1,False,0.6770917857523963,1.762649269413732,0.35392010224196635,-2.8656395407984903
800,96,415,0,1,27,96,101,97,2,1,False,-2.1169483141382006,-0.5561058532381197,-0.6014714638188672,-0.5369872380416351
801,108,510,0,0,0,102,134,95,5,1,False,-1.7245973217420723,-0.03890377738843418,-0.5823605195626369,0.4228077759976815
802,84,510,0,0,0,88,119,79,4,0,False,-0.29145073531568755,-3.2863257811488564,1.29890166659492,1.8892394780561912
803,134,408,0,0,0,86,89,86,3,1,False,-0.7406265547144203,-1.4682025808236874,2.5221571347247487,-1.1946767014008692
804,72,415,0,0,0,73,78,89,4,0,False,-1.9014875104906748,-0.5108250365001796,0.2788747018948082,0.21827663865857064
805,83,408,0,0,0,87,111,82,4,0,False,-0.5848165442136152,-0.014868852611382335,-2.772505249657177,1.7381867027161502
806,137,408,0,0,0,120,98,121,5,0,False,0.1394708719793619,1.2454471935640468,-1.8011101751774075,0.02312781197662801
807,56,415,0,1,30,89,116,111,3,1,False,1.367696743882121,0.8052717250902238,-0.1745051360254382,-0.9460495127198567
808,61,510,1,1,16,76,58,95,3,0,False,0.9416632934227415,-1.16058834053388,-1.4860127595658341,-0.5369872380416351
809,171,510,0,1,17,94,138,64,3,1,False,-0.184751428837703,-1.0882374715959038,0.0006007981179317696,2.2448233907353434
810,123,510,0,0,0,118,114,108,4,1,False,-0.36935574056609,-1.144018187010878,-1.5273420839155898,-0.9460495127198567
811,58,510,0,0,0,89,131,122,6,0,False,-1.42916932215259,2.6264300528383764,-0.6264865972679203,0.174180587316669
812,156,510,0,0,0,96,80,82,4,1,False,1.4561418382564224,2.731921228822355,-0.3217991833642276,-1.4526862007390504
813,166,510,0,0,0,103,83,113,5,0,False,0.1528369272473752,-2.1027902477424676,-0.2804698590144716,-2.5635339901184078
814,75,510,0,1,41,115,110,68,4,1,False,1.2694753358364796,-0.06761444060337228,-0.8147992864746986,-1.0971022880598982
815,75,415,0,0,0,102,86,100,3,2,True,-3.500984196541764,0.8701578227741497,2.3557521431297292,2.298301752734413
816,83,510,0,0,0,78,115,100,5,1,False,-1.2494531672598725,-0.18221099885630423,0.30388983534386044,-0.9460495127198567
817,243,510,0,0,0,92,63,118,6,2,False,2.1881433774291836,1.0405350964420557,1.7713924487713968,1.8451434267142897
818,153,408,0,0,0,127,73,124,3,1,False,-0.14335484779466684,-0.19574602495632198,0.14478740961942663,-2.4659595767774367
819,150,415,0,0,0,133,95,103,3,1,False,0.8694102204605675,-0.04800915965738627,0.9455823624708851,-1.4526862007390504
820,92,510,0,1,16,99,134,96,3,2,False,-0.10967238973141484,3.4752812937549202,-0.4409706614166696,-1.2481550633999392
821,80,415,0,0,0,110,88,87,5,0,False,1.9207459036147243,4.381307766494519,-0.31589499417140554,-1.4526862007390504
822,134,415,0,0,0,110,64,105,4,1,False,0.04613762076939038,1.3164035460939407,1.0001184418840492,-0.7415183753807458
823,77,510,0,1,24,74,72,84,6,1,False,0.7886792490660506,2.150079149895565,-0.7442596986425981,0.06722386331852968
824,147,510,0,0,0,104,78,123,3,2,False,-0.7694208559420026,1.9103861347126676,-1.4404883051827864,-0.5369872380416351
825,74,415,0,0,0,105,99,105,6,1,False,0.1991216651260813,-0.29820207351731726,-0.5219202509566506,-0.688040013381676
826,138,510,1,0,0,82,147,77,9,1,False,0.2721385135408139,-0.47161447460820743,-0.4659857948657228,0.4228077759976815
827,143,415,0,0,0,117,136,100,4,0,False,1.5754434245498612,-2.417869259286325,0.6203856276331978,-0.9901455640617586
828,64,415,0,0,0,147,87,114,2,2,False,-0.37424389740175984,0.7690962906212356,1.8964681160166603,2.3958761660753845
829,120,510,0,0,0,56,73,81,3,2,False,-0.49430925914775814,-0.8123690219440184,-2.267696768161062,0.174180587316669
830,121,408,1,0,0,94,121,115,1,3,True,0.31353509458385037,2.992860135966141,1.1310982983221356,-1.6037389760790914
831,88,415,0,0,0,86,93,99,2,2,False,-0.5819905780695003,-0.4415092949851877,1.0765622189089716,-0.7949967373798157
832,87,408,0,0,0,106,93,128,4,2,True,-3.7066686865179492,-0.10075474764937623,-0.4100513387747944,0.4228077759976815
833,100,510,0,0,0,107,84,127,3,0,False,-0.9455472692380459,-0.40836898793918336,-1.7465740957642433,0.02312781197662801
834,104,415,0,0,0,116,74,94,3,3,False,2.6843677101591816,2.3806667828095107,0.7100361597215287,0.4228077759976815
835,27,510,0,0,0,75,117,71,3,1,False,2.780526927513267,-0.21231617847932396,-3.777927082616116,0.174180587316669
836,81,415,0,1,31,100,97,120,4,0,False,-0.7953891910254702,-0.6842374375910694,-0.900254688529738,0.2717550006576405
837,64,510,1,1,33,93,104,109,13,0,False,1.3656345531905654,1.061534893796123,1.3003000432726837,1.080497239356916
838,107,510,0,1,28,79,128,133,8,1,False,-0.5722142643981611,-2.8988959006670227,0.6909252154652984,-0.8390927887217174
839,88,415,0,1,17,78,94,92,5,1,False,-1.0319301729207921,-0.5892461602841229,-0.3527185060061023,-2.9725962647966293
840,111,408,0,0,0,112,136,94,6,3,False,2.0899219693835427,-1.9384832289205303,0.6836226495947124,0.6273389133367924
841,77,415,0,0,0,114,115,81,2,5,False,-1.5428189761577997,1.4218947220779206,-1.119486700378391,-0.03035055002244187
842,67,415,1,0,0,58,88,130,11,2,False,1.5291586866711548,-0.9496059885659207,-2.9580211855084286,-0.5904656000407049
843,102,408,0,0,0,81,112,109,6,1,False,-1.1666600051737999,1.9962720297506613,-0.931174011171613,-2.821543489456588
844,146,408,0,1,19,88,66,98,6,1,False,0.082646044976757,1.0676051486420912,0.4098545583328942,-2.207950077439256
845,144,415,0,1,51,98,109,85,4,1,False,-2.7036799319340545,0.25049969836346897,-0.12898068164239057,0.12070222531759914
846,96,415,0,0,0,92,114,125,4,1,True,-0.021227295357113183,0.28060487798648875,2.648631178647778,-0.03035055002244187
847,70,415,0,1,31,101,102,75,4,1,False,1.3993170112538174,0.12843836885648713,1.4489924672892365,-0.03035055002244187
848,149,408,0,0,0,79,107,111,9,0,False,-1.5014223951147634,0.23999979968643487,0.1816109214541243,0.573860551337723
849,129,415,0,0,0,91,106,101,2,2,False,-0.48376917002385916,-1.7772113375215763,-2.503242970910418,0.5297644999958213
850,166,408,0,0,0,110,109,119,5,0,False,-2.4545366702232787,4.129474241619687,1.263476531437986,-0.33245610070252424
851,136,408,1,0,0,89,96,84,4,3,True,-0.5146256619429966,-0.2907373022632677,-3.5924111467648663,-0.38593446270159404
852,149,510,0,0,0,91,74,99,3,3,False,-0.9848816595895268,-2.022974607550442,0.727748727299996,0.3252333626567104
853,70,415,0,0,0,96,90,113,6,3,False,1.1704901523382796,-0.9736409133429728,1.6595235365895409,1.3385067386950968
854,120,415,0,1,24,73,103,119,13,2,False,-0.8550399841721887,-1.576728884230651,0.7527638607490484,0.2717550006576405
855,66,510,0,0,0,135,106,135,7,2,False,-1.987106638720863,0.5791137360073443,-0.3791320161329193,2.0496745640534004
856,104,408,0,0,0,133,98,112,2,1,False,-0.09913230060751593,2.239000172356543,0.39804617994724983,-1.2481550633999392
857,160,415,0,0,0,90,115,95,4,1,False,0.09318613410065593,0.13893826753352123,1.7640898829008103,0.5297644999958213
858,129,415,0,1,37,94,103,81,8,1,False,-0.6550074264842334,0.9922191522811312,-0.44547647393172785,-0.7415183753807458
859,93,408,0,0,0,114,74,90,3,3,True,-2.2881865705985738,-0.6149216960760775,1.7286647477438766,-0.5369872380416351
860,169,415,0,0,0,111,130,92,6,2,False,0.015281128850253145,0.7193858300522301,0.7763806175203369,0.174180587316669
861,58,415,0,0,0,145,105,108,3,1,False,0.7886792490660506,0.12540324143350348,0.24205119006011047,-2.359002852779297
862,75,510,0,1,38,132,113,115,3,3,False,0.4202344010618352,1.5138508719618828,4.052896770113797,-1.4526862007390504
863,45,408,0,0,0,71,94,125,13,1,False,-0.722372342610737,1.346508725716961,0.47309158029440906,-1.0971022880598982
864,155,510,0,0,0,108,103,108,4,3,False,0.37318588773056954,0.4827279422923169,-3.3745775115939765,0.6808172753358622
865,52,415,0,0,0,114,82,119,9,4,False,-0.7799609450659014,0.8279121334591935,-1.2931942578439974,0.174180587316669
866,119,415,0,1,27,128,133,80,3,0,False,-1.047358418880361,-1.8752377422515063,-1.521437894722768,-0.4394128247006635
867,86,510,0,0,0,72,95,91,5,1,False,0.9992518958779053,1.3012279089790204,0.2729705127019857,1.0364011880150144
868,42,408,0,0,0,89,123,105,7,0,False,-0.43465846600103836,-1.1244129060648924,-1.6141958626483934,3.1605223534327584
869,127,510,1,0,0,114,118,105,4,2,False,-0.028941418336897746,-0.23799171427127783,1.3725486902643145,1.4360811520360675
870,123,408,0,0,0,150,90,93,5,0,False,1.9418260818625217,-1.4124218654087137,1.59768489130579,-2.359002852779297
871,98,510,0,0,0,119,102,118,6,4,True,-2.37945763111699,0.295780515101409,2.343943764744084,-0.4394128247006635
872,149,510,0,1,43,79,122,80,3,1,False,-0.699229973671384,0.7359559835752322,1.1370024875149576,-0.33245610070252424
873,160,408,0,0,0,109,117,77,1,1,False,0.3366774635232033,-0.9766760407659562,2.984237915193345,0.47628613799675135
874,103,415,0,0,0,107,102,106,3,5,False,-0.6521814603401187,1.835000138351708,0.2052276782254128,-0.08382891202151174
875,132,415,0,1,15,128,106,90,4,1,False,0.653949416813043,-1.2450797191637917,-1.4609976261167812,0.573860551337723
876,137,415,0,0,0,107,75,127,2,1,False,1.3705227100262354,-3.4083871106558368,-1.5919774825548676,1.3826027900369986
877,129,415,1,0,0,78,85,146,4,1,False,-2.2755842907831196,-0.09025484897234212,-2.4928329692025377,2.2007273393934415
878,62,415,0,0,0,66,108,74,0,1,False,-2.6286008928277673,1.1264209914800491,-3.4378145335554904,5.187069105509532
879,122,510,0,1,33,96,110,104,8,4,False,-2.3640293851574214,-0.5409302161231994,-0.8648295533728042,-0.7949967373798157
880,32,408,0,0,0,82,102,64,7,1,False,0.22302780951799345,0.42834174328542474,0.06834363259450471,0.02312781197662801
881,86,510,0,0,0,82,120,119,8,3,False,1.4456017491325235,-0.04497403223440205,2.4808278103749934,1.79166506471522
882,130,415,0,0,0,113,111,140,3,1,False,0.44055080385707346,-2.4918607392392036,-2.404580813791971,1.5430378760342074
883,42,408,0,0,0,84,113,117,12,1,False,0.8694102204605675,-1.531448067492711,-4.3577809644593914,1.1339756013559856
884,73,415,0,0,0,85,80,102,7,2,False,-1.9485360238219414,1.6058070218458445,-1.3123052021002282,-2.4124812147783667
885,66,408,0,1,26,108,135,95,3,2,False,-1.9505982145134961,-1.1771584940568818,-0.2804698590144716,2.449354528074454
886,103,510,0,1,31,124,104,98,3,0,False,1.8716351995919034,0.33638559340146285,-0.1303790583201547,0.6808172753358622
887,128,408,0,0,0,75,91,77,7,1,False,0.5444241441909436,-1.7802464649445608,1.9332916278513579,1.3385067386950968
888,104,415,0,0,0,113,85,104,4,2,False,-0.08087808850383284,-1.0777375729188703,0.8086983168399764,2.3958761660753845
889,103,415,0,0,0,112,90,124,5,0,False,-0.4865951361679738,4.420518328386493,-0.6073756530116896,-1.0971022880598982
890,124,415,0,0,0,72,134,91,2,0,False,0.03559753164549174,-0.9103954266739487,-0.6014714638188672,-0.8925711507207872
891,87,510,0,0,0,91,115,131,5,1,False,1.78884203750583,1.1852368343180069,0.18611673396918257,2.0496745640534004
892,109,415,0,1,27,85,92,97,4,1,True,0.3346152728316479,-0.5635706244921691,-0.09945973567827907,-1.0436239260608284
893,167,415,1,0,0,91,105,110,3,2,False,-1.6888526729872653,3.909386507382776,-0.6765168641660259,-0.23488168736155274
894,97,510,0,0,0,96,101,63,3,4,True,1.5312208773627107,0.8701578227741497,-0.19081932692614093,-0.8390927887217174
895,106,415,0,0,0,118,101,93,3,2,False,0.37601185387468394,-0.2515267403712962,-0.3836378286479779,0.8759661020178052
896,125,415,0,0,0,113,131,112,7,2,False,1.3782368330060197,1.2680876019330167,0.1492932221344849,-2.1103756640982847
897,108,408,0,1,35,106,107,107,7,0,False,-0.9378331462582621,0.010806683180571533,-0.1539958150914438,-2.670490714116548
898,125,415,0,0,0,132,126,77,2,1,False,1.030108387797043,-0.24102684169426206,1.766886636256339,1.1339756013559856
899,89,415,0,1,32,113,104,92,7,1,False,-0.7820231357574565,-1.3610707938248057,0.6527033269528367,0.7783916886768335
900,72,510,1,1,29,114,91,88,6,0,False,1.0378225107768273,1.7505087597217959,0.5644511715422699,2.3958761660753845
901,23,510,0,0,0,107,115,158,3,2,True,-3.6827625421260377,-1.4124218654087137,-1.6715286954170852,-0.5369872380416351
902,149,510,0,0,0,61,107,131,6,7,False,0.3423293958114324,-0.4972900104001618,0.206626054903177,1.0364011880150144
903,73,415,0,0,0,90,78,112,8,0,False,-0.8936105990711105,0.11629785916455102,-1.200436289918372,2.2007273393934415
904,61,415,0,0,0,123,127,70,3,1,True,-2.0832658560749486,-0.26506176647131385,0.9455823624708851,0.6273389133367924
905,161,415,0,0,0,113,87,107,4,4,True,-0.3145931042550406,3.6274478028849213,0.11107133362202443,-1.6037389760790914
906,73,408,0,0,0,95,104,89,3,0,False,-0.8627541071519736,0.3394207208244466,-1.808412741047994,-1.6572173380781607
907,118,415,0,1,24,83,72,73,2,1,False,1.6014117596333286,2.548008929054432,1.2488713996968142,-3.3722762288176824
908,23,408,0,0,0,89,108,73,4,6,False,-0.27037055706788965,0.9651491000810954,0.5290260363853369,-2.4124812147783667
909,127,415,0,1,25,95,109,104,6,0,False,2.534209631946605,1.051034995119089,1.7905033930276264,2.600407303414496
910,42,415,0,1,32,80,123,106,5,0,False,0.41458246877360566,0.6470349611142542,-0.29227823740011605,1.080497239356916
911,118,415,0,0,0,145,121,91,11,5,True,-2.2861243799070197,-3.218404556041945,0.21703605661105788,-2.1103756640982847
912,45,510,0,0,0,91,86,93,3,2,False,0.518455809107476,2.2481055546254947,-1.0576480550946412,-0.18140332536248283
913,50,408,0,1,24,129,55,130,4,1,False,-0.8964365652152256,-2.476685102124283,3.1211219608242535,-0.18140332536248283
914,179,510,0,0,0,123,114,112,4,0,True,-2.7921250263083564,-2.4269746415552773,1.8214227156695024,-0.13730727402058115
915,152,408,0,0,0,122,87,124,3,2,False,2.040811265360722,1.65551748241485,-0.06714203635864062,1.3826027900369986
916,105,415,0,0,0,74,125,113,5,2,False,1.9986509088651265,-2.2505271130414033,0.7600664266196343,-1.4967822520809517
917,72,415,0,0,0,97,96,84,6,0,False,1.8351267753845368,2.3792722664014283,2.6545353678406,0.9829228260159442
918,52,408,0,0,0,67,108,130,2,1,False,-0.9378331462582621,-0.4475795498311555,3.9705488038960532,2.5563112520725944
919,125,415,0,0,0,110,97,113,4,1,False,-0.6136108454411969,2.0158773106966477,-0.29087986072235233,-0.38593446270159404
920,143,510,0,0,0,113,59,94,2,1,False,1.8091584403010694,0.8911576201282175,-0.9561891446206658,0.5297644999958213
921,65,415,0,0,0,51,84,89,14,1,False,1.7860160713617161,-0.5243600626001974,0.031520120759807015,2.955991216093648
922,80,415,0,0,0,121,51,106,5,1,False,-1.561073188261483,1.6359122014688638,4.569513629995559,0.47628613799675135
923,1,415,0,0,0,107,66,79,3,1,False,0.9079808353594891,2.4681932888624063,0.4981067137434612,-1.8082701134182024
924,60,408,0,0,0,134,85,103,4,1,False,1.1522359402345963,-0.1369301821183642,0.08745457685073496,1.1874539633550554
925,43,415,0,0,0,134,103,79,2,1,False,2.48227296177967,3.351579353233036,-0.134884870835213,-0.2883600493606226
926,143,415,0,0,0,127,80,90,6,0,False,-0.7617067329622178,2.646035333784362,-0.595567274626045,-1.9058445267591737
927,81,415,0,1,24,117,61,123,5,0,False,1.2897917386317181,0.13893826753352123,-1.7215589623151908,-0.5904656000407049
928,205,510,0,1,24,139,98,64,5,2,False,0.10296244777199533,1.2816226280330347,-0.5646479519841698,1.2315500146969571
929,24,415,0,0,0,104,112,105,5,1,False,-1.613009858428418,1.5560965612768387,0.3803336123687834,1.8451434267142897
930,74,415,0,0,0,106,105,114,4,0,False,1.1185534821713448,-0.7701233326290627,1.8023117714132715,0.21827663865857064
931,77,510,0,0,0,68,86,137,2,1,False,2.9103686029306055,0.14804364980247375,0.995612629368991,-0.8925711507207872
932,74,415,0,0,0,87,105,118,2,1,False,-0.5357058401907945,-3.0179221027510206,-1.3654429048356282,0.12070222531759914
933,74,510,1,0,0,103,96,143,4,1,True,1.4013792019453728,-0.18664064268736952,0.1816109214541243,-1.9593228887582428
934,200,408,0,0,0,87,105,123,2,1,False,1.3396662181070984,1.8907808537666821,-0.651501730716973,-0.4835088760425651
935,86,408,0,0,0,88,107,92,3,4,False,-1.2080565862168362,-0.6149216960760775,1.529942056829218,-1.39920783873998
936,91,510,0,1,37,107,115,94,4,0,False,0.4539168591250868,-0.9178601979279984,2.139316884636603,0.5297644999958213
937,76,415,0,0,0,121,97,74,2,2,False,-1.1589458821940155,1.4807105649158785,-0.47779417325136686,1.79166506471522
938,130,415,0,0,0,127,52,107,2,1,False,1.5389350003424946,0.31538579604739503,1.9346900045291222,-2.0568973020992147
939,56,408,0,0,0,90,115,89,8,2,False,2.302556806886953,0.604789271799298,2.7914194134715076,-0.8390927887217174
940,117,415,0,0,0,137,107,106,4,0,False,0.28474079335626823,-1.1274480334878763,0.11107133362202443,-2.670490714116548
941,63,510,0,0,0,81,115,85,5,2,False,0.6819799425880658,-2.4073693606092914,0.8205066952256205,1.8892394780561912
942,126,415,0,0,0,88,114,110,2,0,False,-1.2052306200727216,1.691692916883838,0.22433862248164405,1.942717840055261
943,132,510,0,0,0,107,127,88,2,1,False,-0.3145931042550406,-0.16564084533330226,1.9892260839422857,-1.1946767014008692
944,81,415,0,1,28,147,105,103,6,4,True,0.3086469377481804,0.28667513283245694,-0.21863121373072167,0.5297644999958213
945,122,415,0,0,0,88,77,120,6,2,False,-0.005799049397544698,1.560526205107904,0.919168852344068,-0.6439439620397744
946,46,408,0,0,0,67,91,107,5,2,True,-2.015900939948444,-1.6761498053686632,0.09926295523637937,-1.6037389760790914
947,150,415,0,1,28,75,80,130,4,1,False,0.1394708719793619,0.8671226953511658,0.019711742374162563,-0.38593446270159404
948,99,408,0,0,0,83,121,114,3,1,False,0.521281775251591,1.2711227293560006,1.5344478693442758,0.9294444640168746
949,87,408,0,0,0,124,87,81,3,1,False,-1.4908823059908647,-0.6027811863841414,-0.7706732087694151,-0.38593446270159404
950,108,415,0,0,0,129,103,89,3,1,False,1.9937627520294563,-1.1531235692798305,-0.8575269875022183,1.1874539633550554
951,101,415,0,0,0,89,89,77,2,4,False,0.6742658196082815,-0.9208953253509825,-0.12898068164239057,-0.688040013381676
952,53,415,0,0,0,86,95,142,2,3,False,-0.6578333926283474,1.1294561189030332,-1.4359824926677283,-0.23488168736155274
953,132,415,0,1,39,93,94,118,3,2,False,0.10578841391611003,0.38470153756238695,0.6895268387875345,0.8318700506759037
954,158,510,0,0,0,123,112,116,8,2,False,0.620266958749791,-0.6480620031220807,0.5644511715422699,0.8318700506759037
955,114,415,0,1,34,109,142,103,5,0,False,0.6588375736487128,-0.5696408793381375,0.21253024409599958,-0.03035055002244187
956,77,415,0,1,23,73,63,111,3,2,False,-0.7771349789217863,0.48412245870039855,0.13018227787825468,1.5871339273761091
957,144,415,1,0,0,69,73,121,15,0,False,0.7732510031064818,-2.3681587987173187,-0.286374048207294,0.4228077759976815
958,91,510,0,1,23,97,88,128,3,3,False,-1.3666925628617559,0.41784184460839063,-0.29087986072235233,-1.0436239260608284
959,58,408,0,0,0,100,87,118,5,2,False,0.37318588773056954,2.3792722664014283,-0.19812189279672665,-1.3016334253990092
960,5,415,0,0,0,106,12,85,3,3,False,-0.5040855728190977,0.3816664101394026,0.3671268573053751,-1.5502606140800215
961,97,408,0,0,0,81,51,110,3,0,False,-0.9820556934454128,-3.333001114294877,-1.4036647933480897,3.062947940091787
962,107,415,0,0,0,95,88,111,2,3,False,-0.8396117382126207,1.4188595946549365,0.5290260363853369,1.2850283766960264
963,142,415,0,1,30,75,97,83,5,1,False,0.6693776627726116,0.9817192536040974,1.9332916278513579,-0.2883600493606226
964,9,408,0,1,31,130,98,102,2,1,False,-0.36446758373042076,-0.04497403223440205,-0.271768916466122,-1.5502606140800215
965,73,415,0,0,0,130,105,85,4,0,False,0.11350253689589425,-1.3143954606787835,-2.194049744491667,-0.9901455640617586
966,48,510,0,1,22,63,131,109,5,2,True,0.7213143329395468,-1.612904318699639,1.741871502807285,-2.7680651274575188
967,43,408,0,0,0,147,121,100,3,0,False,-1.309103960406592,0.398236563662405,-2.0262463762188827,0.5297644999958213
968,122,408,0,1,33,103,105,116,3,1,True,0.1268685921639075,-1.3174305881017678,-1.0135219773893576,-1.6572173380781607
969,93,415,0,0,0,68,64,92,4,0,False,-0.27037055706788965,-1.7078955960065845,-1.9821202985135995,0.7249133266777638
970,85,415,0,0,0,122,123,50,1,1,False,0.08753420181242684,-0.6676672840680675,0.5231218471925144,-0.6439439620397744
971,59,415,0,0,0,95,65,97,5,3,False,0.49042528333245317,-1.4002813557167777,2.027447972454747,2.6538856654135654
972,87,415,0,0,0,90,99,90,3,1,False,-1.27053334550767,1.0584997663731393,-1.3095084487447006,-0.7949967373798157
973,137,408,0,0,0,90,100,93,2,0,False,0.929061013607287,0.5399031741153724,-2.0366563779267635,-1.0436239260608284
974,21,510,0,1,31,90,84,89,7,6,False,1.1396336604191417,-1.9536588660354504,-0.6087740296894534,0.369329413998612
975,129,510,0,0,0,118,104,83,6,0,True,-4.012636775231331,0.24746457094048538,-0.2776731056589441,-0.08382891202151174
976,104,415,0,0,0,77,117,63,6,0,False,1.2792516495078194,1.9465615691816558,1.7845992038348044,-1.39920783873998
977,93,408,0,1,21,105,128,90,2,4,True,1.183856207606293,1.0736754034880591,-0.3982429603891498,-0.7949967373798157
978,63,415,0,0,0,102,114,118,4,4,True,-2.550695887577364,-1.8238866706675982,0.6481975144377785,-1.4526862007390504
979,161,415,0,0,0,70,122,126,5,0,False,1.9312859927386223,-0.3857285795702142,0.6349907593743702,1.2315500146969571
980,50,510,0,0,0,94,104,124,8,3,False,-0.23668809900463808,-0.08114946670339002,-1.3727454707062143,-0.688040013381676
981,103,408,0,1,24,85,102,81,4,1,False,1.7649358931139183,-1.0777375729188703,1.8846597376310166,1.6940906513742484
982,84,415,0,1,33,106,101,108,18,1,False,0.5367100212111594,1.4279649769238887,0.34941428972690813,-1.39920783873998
